HolderAddress,Balance,PendingBalanceUpdate
0x7d3d045f618959a9b8c07f55eaf212838fe41aab,2000000,No
0xb1ece027a7049375d722973d507ff9fa51f84037,2000000,No
0xdfc76d0e6d4a38335a8c10cd6899239aa72d8527,2000000,No
0xad74bcbda8e13654af4b649807f330f90ac1b18a,2000000,No
0xffae92d8a164c5543e57bb210eb46c8ee8e07aa9,2000000,No
0xf2155dca92c43f92f383c8272d014021e2070e72,2000000,No
0xa7b5400973ee73d360f4adc88a011d7be388fd64,1998364.188,No
0xda238335b1a881652278a9fdcb5dfe49c7428dee,1900000,No
0xb7e65b8f64a323de2336cfa892ff44becf789c91,1900000,No
0x2204adf29fe0888fb38f2e1314c140967a9776b8,1819129.967,No
0x24427bce97233de7f76da5e65a859535dda2677e,1811521.445,No
0x0a13a486c9eb4a29751c8d5e69c1aa4dd5bdfc17,1800000,No
0x81f81c0921eaffa1a908c676efac05b94f803f43,1800000,No
0xec0da610b7884cfba2b9ab3b2d99b99d81fdaae4,1800000,No
0x63c1c8837cc2442eaf2da874748132049f9b7dc3,1800000,No
0xc7c70e325959056f7fe9f99828f29949b61674a0,1800000,No
0x00eae6046313434fb2464d4087abef9bfa408e89,1800000,No
0xd91390e7fe18c8724d167b7cbcee9304c48b9894,1759000,No
0x07f2b3f637c20174f0d9d8bd6f5d9ac63e2028dc,1750000,No
0x94936d101a9dc329c73da53e9182c1db1197ebf0,1662601.831,No
0x757473f35d9a46e2e93355f4ffcb5c7308e7e4e4,1652080.975,No
0xaa28eaeeedaf04e56b5455a96715aba45c2fa28a,1650000,No
0x097c1c9660249d34c28da0e4d472475e5f3ca093,1600000,No
0x99a423dffd7fa7beefb722fe78886873ee7ae908,1600000,No
0x9e464f70f3611dc7431f68f6b67f8b28ca5cfd53,1600000,No
0xec3a7e277b3bbcf69538b272bce8c39396d1e84c,1600000,No
0x24431a0ecc8f85b65679e3113a6abda7f30251e2,1560251,No
0xc03c30248e66c50d8b8581ecf0c0d3b372ab271c,1550000,No
0x859576619f65f245fd7696d0d4548f83a8c9af97,1528843,No
0xf195a6136f4d3a8ca456834c4545e411470ce718,1494535,No
0x3992a9ec35c4e5ecbb9e8269e4b004648e2d6eb0,1457770.289,No
0x79b8fbb5ed1eeea921cf648d7f3daeaf8ca14059,1450000,No
0x5632c98f5e34f6f433853fc8617ac729d5412030,1390467.953,No
0x87062d554c57fd3b969ab26a89d1f3b0494677d2,1242006,No
0x4f78acae18bc4bfeeba976f2ec633746f1f314bf,1209048.74,No
0xcbc4c5905859011a94edb2505c89bd2c7e0f034b,1200000,No
0xd2a4a73a4f3c1c4025b19af7ab13b80a6d22251d,1200000,No
0xe428bf0c63fafb2334b26a2967d24132e1214ff9,1200000,No
0xc36b58b9bd85b3dd6620ba3cdce57bb5a75a39d7,1200000,No
0x3a79019fea9c0dd84add5766be58d57826295fbb,1134154.36,No
0xea18d0d7a0a66cdc3ccfd423616205f8cf398aad,1131488.701,No
0x955e4d5216b7efa0d4d8fe3fd7666cc03de72de4,1115008,No
0x614ef628095caf1d7bf8f148c164990136819f3e,1113482.141,No
0xd929d2ff81d57ebeb7d09117cb468527be973fb5,1071951.063,No
0xfe412a693b96e4f9a865d824bdc3cb45fd95ee22,1014284,No
0x1bddd390e75c851f23ee2185d84417cbe3bfece5,1003680.799,No
0xa41ab5930fed1a41a4ef95ccc396b95f8e1a9699,1001000,No
0xc12fed59792b046474f9b17ceca7c3db5d7339ef,1000049.791,No
0x4c747648071f762e0cf453432e0e97cb815dc374,1000010,No
0x91d6c35e300ab466e1904c95b4159dc13ea20310,1000000,No
0xafb4a1e00a13d1c85b4a7d8bcdd80ab7a039c287,955745.4427,No
0xee3edc5a2da8cab4e9becf1a90cdcb15dd7dac90,954343.4776,No
0x37c46fbb191eb124ffa8e8fb18c7306be4a8879b,949520,No
0x0ada39b38bb0865bfb10f0bb8af276b84eaa30de,909091,No
0x77c9fdd5389652ca9160b82f7df6098e4a032c46,906786.0192,No
0xd9392d4e9179f568b62e0c44602dcb84ab682c04,900647.4173,No
0x137135cffd73d77c20b3f73329be18e20dae1fbd,900000,No
0x177b917e3a55998d28dc92452587ef12b31c4cd8,900000,No
0x41e6d68a9a3bd58df8f6c9795597bc6e226ee01b,850000,No
0xab6eb3c8a47686b97a24e643f15c4d69381811d0,850000,No
0xf59cc78df064920619b2faf8df7c19128ecbc06e,819609.3631,No
0x19f69fd64aa6a89f079e7198c308e420b8c0ffe7,803591.0471,No
0x629e037c9fe7c4abd4dc5a7e430654dab81fb562,751834.4617,No
0xb218f042c5545b45806f15c730c66e71152b2201,750950,No
0x0ea8c76a2b191e97def650962104f5cc514d547a,750000,No
0x613f29d74dd32ee8e92adaa86549280bc7312e71,742788,No
0x9d269caf80970c7e854c99db8b0c20868825546b,727303.8172,No
0x191ead33997f694bee1469adee32c96feccca40e,722100,No
0x6abaa8b32f5509872f8fcb26293ccff1bc920098,712633.9388,No
0x7eec4616038194cad402ddf78a25119eddab36fd,700043.7215,No
0xd7a18a7abd26817489cb64b2877801f1fb3be176,700000.446,No
0xa0aac645284c1f0fc3dae124bff1fd6c57e370db,700000,No
0x9fe63d666e1266f10595606c01da342b3b309daa,700000,No
0xe638d5924ae2b31b9791350e922b6e9d13f82e5c,700000,No
0x3bb6bfc6ea9295d0e4dcd213ac8c437b46a57fc0,681459.0777,No
0xeac9c52416882826f57f436345cd74e317749b9e,672000,No
0x580271e8ef4a9c94de65077f8c08eff9de87df59,641698.1098,No
0xd5413bff766e9e2c0857033f9ba59f3c74bcb6c2,600065.6767,No
0x000877f43163f4556ae0e069721f74cfd1a124a8,600000.4194,No
0x0b9758757d0761f8f90efd05ce5c5d543515aa26,600000,No
0xb00c567faf7d224eb0fa62fc6c834762d83c5e33,600000,No
0x206b746b677f23685cb430d03a89943f62dd5b7c,545454,No
0x577e6aaed0860a59a5db65a87c9b0f023e48d3eb,532048.9791,No
0x30bacd12a889c9be7e5da52aa089744c62aff878,526105.8417,No
0x8010b39a468fc2a05b7f213bdbdec8ac1b3cb24f,502756.6825,No
0xbb6105214b3963c973f1e2767d96cec723c2a2e9,500313.2974,No
0xc103d90a9062225557b845cb6c4d4c4c1effd660,500030.4073,No
0x20fbfa8389410ae51030d289fdbbd4b6864a265e,500000,No
0xa671791a0fca634b3be8efc822b47841641ca64c,500000,No
0x154917b0e42a20693565acb57fd6c0f3c2444a61,500000,No
0x041ac5f113abed3ad340cd1ec5c803de5c3b093a,500000,No
0x20fb3f84d216afdf514f8e61a812db6b6333943e,500000,No
0xf17f474535b83a407cde866e153100daa3751181,500000,No
0x7dbf5fc12cc9ee3c660cf84aebc51cc72f555874,500000,No
0xbf79fa4cd18afe93cce4d219d66a83bcb5ea4ab8,500000,No
0xd3860e2633c9fd84eb59a30375388ebcc4db7ecf,482657.9735,No
0x5b7ead0743183bc6edd6cd0a50a2e8328d96fec9,478669,No
0x1939270a091113a4175e096f9ecb39d4f618d27e,474041.76,No
0xf1a22eeb32b8e4679e08805e978ad232d77d0a34,473319,No
0xcc3c405d6575d765ac015183f8b86102534a34ea,456345,No
0x8bec6ff0edd4224781183bf18847529530dac2a3,438431.5548,No
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,433808.2582,No
0x7a215e4dd3dfa27fba58fcd3b01c7635170a05db,431500,No
0x562680a4dc50ed2f14d75bf31f494cfe0b8d10a1,429612.7024,No
0xd2257ca447a50a67405815db970f9a33bc11ff6e,428101.5392,No
0xe9b72ac31d54dda26d8142e9a072522c4a1d37e9,425314,No
0xc59168bc8b4041e52cbdfd43faea19fecf4d9aec,423100,No
0x0b794eb0fac5157c5afdf8d5678164f9c44da762,418472.469,No
0x64896269aea0d5e93866ec8284b348042f4eeed1,416665,No
0x061f5fe3b4625f971fd30c1f2c6e51f8dd5dee99,415146.9389,No
0x5e5814c52363f4b6651a405f4ef31863e2d9cd10,411748.1106,No
0xca72e4475f6fd1754f40e57efc4d4f4e514f06a3,409072.5267,No
0x0d0707963952f2fba59dd06f2b425ace40b492fe,407152.1172,No
0x75d20d8df5669275137297190c3e2b5f9fced1cb,402417.8145,No
0xf5348753b6860f616ee3badf000ca2c70ce996f3,402107.6706,No
0xe956b672fe5d4e09a543f93534556c8e2b813448,400200,No
0xdd3f91cae83e75c6a6c22f7684d7af5b43555068,400000,No
0xcdae50c221e988425f31a7b34277b247e41d7166,400000,No
0xc34e9448c31a257fe6a717e48283505ade293383,399000.791,No
0xa8cb02ef27bfc983f9840bc8bd078180f3619370,397000,No
0x5132b874d4f9f4ae9ffd25734517d094bd4aea83,392003.3166,No
0x3ce945a615f667650f472441d0a6912e44851d49,375807.1016,No
0xc666a099dd6fd95246ea38d97e880769d8a0d29b,375000,No
0xb18bed5bd8ff550ec81f7efaaebdff85ec7ed7de,368086.9201,No
0xf21f45ff195359057a1782ff0887a355292d4b58,367500,No
0xb0140d8c2233f11f370995516b45564670607449,364925.4524,No
0x71179066c0eaadd04e438838cb14494f792e6b3e,364150.7884,No
0x53e90d75115a45276d3c89c5242dd01037b657d2,350029.5311,No
0xe789042fc68926a2aaf573282d2fe7dc69369103,348714.1158,No
0xd9de0621a915860f1380f213cf4cf1439d9d1b2e,347220,No
0xebf393588b422e683f5c399b0e3405dc735c6e81,344880.0385,No
0x3e13bc3f19e8e81d972fdbf6c841af917b27e511,341895.527,No
0x697de61227b6fb33282a0c4410fdd1133dbfc625,340500,No
0xea627a242bd8083176a50ebadc67ada0e38c5cb5,339514,No
0x0c66ff7f92dfc14d7886e00fc04bb979071c6116,338261.1343,No
0xb42c464652683b3e8c725e9aeae096c3179a4a5c,336997.346,No
0xf562137eba08c7bbba04a34001631bb1cfd64698,336702,No
0xf88655fc54a68112ce121b3ac7af15f78c32f571,328670.1432,No
0x188ceb3484d55094cd4e9627256c76f8b38d5bfb,326056.4433,No
0x9fbd0edc52a2751b4b2a4a4b133ae2a37c31b41c,325525,No
0x23c81796601a7270a820d8d74ffee570d07a6b18,319809.5681,No
0x3343631c58d0da61a4673c513d23124d13cba56c,318825.7247,No
0x18d55a6c7bc67e6c5be4a1c04815d08a03baf20d,318539.4989,No
0xa625925096e710aa76cd7fd827ac7cf1cf28d080,315010.3914,No
0x4f183be4055f2090ff78067c8c4cbee40beeb497,313554,No
0x1bd2adaacca2a8f23320c22b1715f5b55c891ef6,308923.8163,No
0x5d0445fcfbb69a9e7801e0837ab2b66121fe21c0,305200,No
0x681a0dc1a83f0d81a29b84ec4d76ccfa3a16f8ec,302721.4464,No
0x4f0e8a5b47267510e8774d3d2cdac4556ca897d7,301535.714,No
0x043f46972c5d9e221722c9b015709f61668b133a,301053.9185,No
0x80041e8616a8461ce09eb5655f5f8b62b418ebaf,301010,No
0x6732dec94acd8ab78e7850ceff53f08b7b458db3,300230.3239,No
0x18829e507e072af3697ed1a33a6d8d53a86f11a9,300125.6436,No
0x7320dd4a03c4080a6796c305d1a486a96e7f794f,300020,No
0xaaf8672491e91b364a0dcd30073070e12056be97,300000,No
0xfbd763dd602bcbf593daaa19270643ff579387cc,300000,No
0x0ffd670749d4179558b6b367e30e72ce2efea28f,300000,No
0x45c67f645c8331c01dc08ae02e24a1c6a8c21a7a,299999.54,No
0x03483a253c67beefd306c6e0055c4c639aaa2168,299972,No
0x782284e69ee9ecfcb59e7d7af3f63b1785105405,290312.2385,No
0x58e662c328c9fff6f7cc600fb5d9434f7d21a1d5,289027,No
0x10168ca8bb485d44a845a290b6f42a048e0a9135,276900,No
0x96b89cd6e0f1b0b59937f8b23cee08f31c62bd1c,275836.6715,No
0xd2f00725466b23027f977ed3217bad2354c173a3,272727,No
0xf160a7c97baf541df43fd072056730af90919c9e,272727,No
0xab10ec2cea20b5e4fe73d6c1c85e96a3b9d87b17,271311.9727,No
0x22b9d904b0cb926a2fbe23a59e3c924b15d892e7,268761,No
0xcd98f291f5599aab682212fec6a6054a1ea3f4fe,268761,No
0xb275529b443f95fa1b1dfd001946a827b6162557,263636.12,No
0x7bfbbe589f043ee687da40e520e4b76d6396cfa4,261989.024,No
0x85cc531a2c91aef52a41baf28317069d8a76c8a0,261103.4031,No
0xbb7309d53d8576a31708611d3255f54ced847e4a,259917,No
0x24b1b2503b4e0d344a4e2b6021a8dbc59dd8ad9a,257785.4339,No
0x1c3dfca199f7ec87eb5ff29e33e90b7a0b2e2ad8,257000.1745,No
0xedffb11762f2ada828412029bec4808d9867bbf3,256867.1001,No
0xd9353d77e35329bf6f609f5f8eccc84dda8d6c5b,255919.6274,No
0x436d607d8603643a67898ecade80ef2e9a952474,254960.6794,No
0xee09a36db320764352fe45a92b57b06132dd9ef6,253212.6256,No
0x397057b833c03841e7ff0dde4a13414374ac2b44,250200,No
0xc86d406c3ae1ecaa2e322db94a40c98015dfe142,250000,No
0x9bb334468827873124a3f653fbe551857526bede,249993.176,No
0xe19ae82b236b44b0aa5a947bc057031327cc9743,249406.3626,No
0xa6e0293ef2a0c96ad4c8fb8f804b6c11b6f33d47,237819.2069,No
0xe363fdf85869ff764ec1f5bb162168886ccd12d8,237481.6618,No
0x44bdb19db1cd29d546597af7dc0549e7f6f9e480,236127.473,No
0x3586b6c97547df6e21c2fc04c3e8feff13941171,232271.6077,No
0x2dd400de1b927d298d109317ac8eba612c66c81c,230218.3926,No
0xb4b506d1201a290b4cfbb47317cd7a19e2e857cf,228510.4205,No
0x8caec50f236a4f43b5b30c4b5b68f626350cf612,224982.0759,No
0xc70b2e5fbc5bc6b437ce6af48c7c295b76b44781,224421.3723,No
0xc04d836f60a5a1cf9926197fb01144c59b16baef,223608.4434,No
0x8e482cad906eb7fead4696d78deebb0deca7f811,220034.8193,No
0xbe11523f9200331b5935ed9fe2c777a23a84e561,219575.3816,No
0xb614d96b5aabc93b2b02083a8bd36536b9d38bbb,218001.6719,No
0x40e4f3e15281c3bbca1fb6b74ed21f0afd8cfd4b,217531.9075,No
0x115bc6b7945c73fbf61816dbed9515b7b18e1e0b,215704.2942,No
0x8ea754867b445bc3d3f66edbf42fdba881f807c4,210460.5245,No
0x9c4b93fd02a908799af6c0f949571f20c43cd30a,210348.5193,No
0xf6ec59cc3de2cfbc2c97f65c3644afd3581abbac,210000,No
0x3e8acff977fb67220e06faddb8e04c2e1aef2a31,207838,No
0x3b11abbc7f28fce8418c8132a55fc133e31e2189,206135,No
0x41c78886be74a587da26865d2ef3a5fd71f90251,205100,No
0xf1a11243b9f79527e397cbe350eec308026b5b36,204473.0529,No
0xb39878d5d5db34cb2a79c491c8cda3f717babf18,204309.6564,No
0x31efe0abf3840f78cfff414b44a2846fe13e4688,203031.1429,No
0xb01ae7a18dd97a329080323c72f0b1fa4eb8e5be,202486,No
0x0f4341e1a869a063b851cdd143189265f5323c89,202200,No
0x62b226d1fdcc7240f4b39e194b0f316c13d12fdb,201215.5128,No
0xacd438b73a9e079ce6a612b7e27f3b161ca595d9,201206,No
0xa611cbd184bcd679384a9652c57868d9b5cf4f6b,201000,No
0x23708328c6e361f05121e853a3e5604ae0b6eac8,200972,No
0x773db801476a705790ec9fe3fdd8c3f87689ef5e,200851.6341,No
0x532ad623eb35e9606b64e5e107eb62fde05dce33,200706.0932,No
0x511fdf4978735c061336d3e2f6481478de8c7583,200601.743,No
0xf9ff17491c9e7dddb46c384c07decb7378e2e3b4,200600,No
0x206c603b935a944f313fa6a66800f6b78124f95d,200510.5277,No
0x5611f07b5fc5e7975bf4e8ae05b369ddddf7f7ba,200496.7536,No
0x13db3015e248b5b2633c40453921aa7af5f4c23d,200482.5679,No
0xd92049334e75fbb946e38490d4e6be44443f383f,200470,No
0x8cc2d2782a6ecedec9f54b23e7f82ad4b7372c93,200419.6301,No
0x2e39a2f877abc13c476c398f7d06f6c07330c1fc,200294.2027,No
0xfa611692cb8b27a30fe7cc296acb766d30cf7a27,200250,No
0xae6e3fe8121274338e350af4db5680c8d9bb4d1e,200245.1027,No
0xeca433c8da331a7a62b84f03f2a3e784c252a69b,200171.0829,No
0x319540dc1e450ff3101eec963150aea2cfea2069,200128,No
0xbb01358b1893ff02217b5f02c32c6cc8d4d02f5c,200127.734,No
0x2ebb6f6894b0d02f62faa701ababf7f56274c2ea,200115.7621,No
0x3596211b9d79b632f004efd1117460dd3e5d6027,200110,No
0xb60b33191fbb5284a5d907e6d83bebdc287d5ffc,200100,No
0x9ad0ef4223d039ca9ce3afa44ba82d2d43ae8086,200100,No
0x617e026882496d8dc5bb2e5f6d58cc6612642f57,200100,No
0xc90d8a29b726b338a8082ded0d6e24b5fd27d627,200092.2385,No
0x47c6eaf43cbf0b73e35c183cf7842b5f081488f1,200071.5389,No
0x2eaa7df909217096911824f8bff79004fd684619,200066.5259,No
0xb4980109e0edf16a5fa0ccfae52406c45cc9a5e5,200061.8509,No
0x5f13a591b50f65baf1e4958661f68f3861ea7203,200050.6366,No
0xd4999394c07c8325416586db6927f21243c94616,200040.9811,No
0x60ef06f641d19c3c59aad0e96a91261e3a66da0e,200028,No
0x9a895f7bdfdcfba2a66754f89d8aee367abc156c,200028,No
0x3d44a5c820b32f2650db4441b1f5de81f0edb035,200026.8037,No
0x46ddec05e55550bc83cb5032b278106cd3b2104e,200024.2779,No
0x1c7644d91099d07cab30bee0a2ed774e36fa580b,200021.4688,No
0x8ed9d6931981e09c9b0c62a2d370aa30020da07f,200019.7949,No
0x2985c857b061ea34a97b26371322b0416279fb7b,200007.812,No
0x650b80d0269dc7c00e15340d8f96e6020313137a,200006.3298,No
0x5a948324210bc8d25d63aa514dbfffce390d1a7f,200001.42,No
0xb3ff305d8911a2da56b91746ef65f47a8fb8979f,200000.8002,No
0xda2e2bdb618bdbc8b0f7cfdbc371a001fbdb116f,200000.7604,No
0x6a55a21985cee90e6d36f55fd33c3fd538447642,200000.6913,No
0xecf451e330d6b2add9347eb849c0484298e4b339,200000.6667,No
0xf6a4388d768036dcd99cd2f4aa555f1bce374c2d,200000.4238,No
0x0b96865af31f657872d7de115e5eb6fc77ccfaab,200000.2541,No
0xaa6676ae480597b37303fcd8569a8e0adf902cb3,200000.12,No
0xb063284df3dee7927c2f061bb552e5b2144733f2,200000.0353,No
0x089f9f55b59f1208bad844f0ee9fc172c1547c0f,200000,No
0x1c4202df027657c630ae99e4c2ba29a7f98443ad,200000,No
0x28d168b6090d39ba45b1bb63de0b4106e89315f4,200000,No
0x2f1b258be89d3e8edb231e5cbeb11f7db2a26b63,200000,No
0x2f6ab0712351e849d4580ca0a44638ba5ba3d84b,200000,No
0x5dffd80abfd9d42e74e32a0a28cec1497eb81256,200000,No
0x8a57680f0a398534252da853ad52b5e4725e523a,200000,No
0xcfb617674b345d34ba383753399629ded8e48744,200000,No
0xd53a490335b909c74530072403947a8cbd742409,200000,No
0xd8c1bcc2ddc0863d494962d1e2cd03bbb969f5b1,200000,No
0xb42ea1103604ba348f7cb3c66c77a61936215a25,200000,No
0x719260dec1bd1438ca9d138a969bdce81d15fa21,200000,No
0x388461760a5fba09f2a8d6535e038c2dc456ad1c,200000,No
0x7435ef2fc6cee3e41f3a6a96baf96f2a7454ea6d,200000,No
0xab93ed2c8cb37490601dae8fe4b941cb2390a78e,200000,No
0x62f50aa5f82dcb366ccfccfc617ecfb4dab7b4ef,200000,No
0x9c5d32995377a118a1db82e68eebd72da7df3d87,200000,No
0x692728dc33668bdeeab4ef16a3b84fca6e23d0ab,200000,No
0x1d349f272851ddf392214b067ebb86cef48ab24d,200000,No
0x0b4ba4a38ec2a2d3c3f560bf70d1952ba02de700,200000,No
0x8d1064f9e7ff132c06b3200e19078b076c768579,200000,No
0x386d3c90b88d1d7cb31e686c47d51dd008492d3a,200000,No
0xba6491b343be68e46b92b6472e5f054fbbe19e95,200000,No
0x2a5b9f79328d998f003ff6e109f60934a6f101fd,200000,No
0x4b223a1e9f741fd2a80e4bf369a309e3e4aa2d35,200000,No
0x68bf4b37b5823516a7c8dd840495c0ec42fbaaa4,200000,No
0xce5fe0a115f59f77c405905f1778adbb9c1a0cb6,200000,No
0xb0f2bffa1b7d3904d64e2114da9e029bb7be5dfb,200000,No
0x0fa9b63db95edcacfc581cc9979131809289fa86,200000,No
0x6f669e7312c93ed61dd345c3010e8637adb6c890,200000,No
0x21bfb5680acf6da7518aeb6120676a259b98703c,200000,No
0x6b8c2796bbc7a4f52c2a991d21477fef0ef13da1,200000,No
0x9806e7451c444b78e6b1d1ce33ad21f8c87bf736,200000,No
0xba73c984d51eae034c1b13413b6f23836dc7f652,200000,No
0xdecf2dce49fdf1301cb5b451295d8f4aa4905d11,200000,No
0xa8e6b01d6ecec5796434116da44d5e24b9602631,200000,No
0xcdee221b216e042ae1a106bc650357721f40c85c,200000,No
0xa66e2103959d770e9707a02cb6458cccf435c00c,200000,No
0x826a4de15e25fe8afdd1fe1a8dcf6e5cbdb5b2d6,200000,No
0x6a5d95393a64db7ffaa2cd5f6d47cbf9502b6fb3,200000,No
0x739f96e7bcffd23e576cb21384ac7a79b2a6d06f,200000,No
0xd604d7f0fe5b43387f2b5b9734d06ae9e739ed94,200000,No
0x7aae441a0a07ffa3bfbf50025d825ff45f0234be,200000,No
0xd054d228b2fbae0ecb7cf28e5c3443193cb79e04,200000,No
0xea1c268163613526ed01fe813f4fd883571ca2b8,200000,No
0x3bc20bf230002a638018d52b2a1f27064770a6cf,200000,No
0x6f080a722d9a7d26c7db1ccc8f6cfa772fa081f3,200000,No
0x3bbe81e8c38e2f9f24f766dbe8f8141b86920be8,200000,No
0x9e23f4166b03e051e22f77ab92683eb1aca45b79,200000,No
0x87073890ed466601ebbbdeb2649af3387bdbc6a9,200000,No
0x9acf0402b9eefbb87182baea7e83cca29196a41e,200000,No
0x2f6838b610026568765bdcd0db9ca160432d2b30,200000,No
0x999006a83b6b8c0bd14382cabc240b62d8683794,200000,No
0x86b5d75b160a2d0ff08238a06b41a3c26bb99b44,200000,No
0x0926154421e9ef4b878c245bad4843712ffc31b3,200000,No
0x7242d88ea25238bddcaef4107c0fa4b6c21827fb,200000,No
0x6170470de6783422f7aa8509830d14769243e864,200000,No
0xe2413b66d7b9b6c8865ca9766c204b18b1cb4cae,200000,No
0x5d8a5b3298c7e5a244f25ca69fd77c90a5d0a751,200000,No
0x422ba400d8c32c2c9fc535fa13bb7cf41f193e7a,200000,No
0x1053152b9ba58b3b8d4a36c751304a30ea651785,200000,No
0x1b8be66cc775bbee80decd7b0076b4c9795b0809,200000,No
0x304913964b8ab98a61b2a7300f1d054f3391cd8c,200000,No
0x34e656e8f3e95d66841bc41556a980d5ca839f9b,200000,No
0xe021bfd9b52607b5da70a11c456ac712cf5f6e4a,200000,No
0x53f4c2d275a2fbe9e3c0221522af9b644ce9fda8,200000,No
0x1ce378a7de8b30643a7aef8a544e87d21d08bec3,200000,No
0x5a269bffd2f2fc21b88e20ce9ed299ae1b2dcdbe,200000,No
0xeadb8c2154917f465c9d5801e96f7edeb8a6b34c,200000,No
0x8c9ae357f9c1b4d04f398fd697cfefcff62b9def,200000,No
0x11972ea18e4edb67306a7d7474bb32ce36d24695,200000,No
0x9ab68b38657834566eb6ff9f5f6459f62c5df46a,200000,No
0xc657a730b3c7161c394fac1b50e688260d7c18dc,200000,No
0x5f2741defe1d093f1b1c2576a0a7af7f486a82f1,200000,No
0x4d2134048b6c0c90478f6924a8f100d24f1b0ca7,200000,No
0x2bfd821900873bc1b1156fcb6f6cae7bd220d823,200000,No
0x9f39ed4e6d38dc7e599fd4d8f643a5810c7b52ce,200000,No
0x3a1c10c62d7fdd705b3a314193f09eeb3f61acf6,200000,No
0x9e2a15257d01311872cd7b6d8b6275a0160dbcb1,200000,No
0xd912e783e49bd6321fdb5c0f57d777358e417ccb,200000,No
0x210b75bbcea65212309ddbcee9d1b7fcb7f0fd98,200000,No
0x822c2f6018921126b8119bdba55af1c33f8ac19a,200000,No
0x15004036bb8f6eabb93419984247509ce4d92e58,200000,No
0xdba5d160e24512448197cc9cd068a2ccc5197597,200000,No
0x374a893bd349424c1587011dd651f5ffcd619ae8,200000,No
0xeefa329ea23d8f40d199c8caace9896fb12e980a,200000,No
0xe533485b822f88a46d6ccaca9a5cfecafe0f8031,200000,No
0xbb5f84773fd9e536efba15fc0c0dfacb82f14af3,200000,No
0xa06e2a28ce9c081ddb71a5ef096975fc7977277d,200000,No
0x6aec8bed995d681c137bee3994d85929795eb1a5,200000,No
0x1d44aac0c427dc3ab675fb0edc9f919e6c19568f,200000,No
0x45598f009ab07328d0f31c1d5674d9f798234716,200000,No
0x21dc6029795c991a5e6508c6ea1659bbcc2b3eba,200000,No
0xada5f8f70f71f798a3fa3e83b6862473badfdf87,200000,No
0xd687be80628bc29df94cb6d265e3bbc5278803c2,200000,No
0x66007925c761dbd42abb61fb41f039833d942cac,200000,No
0x9cabc1e147941154b18bf91eced842ede9569a7d,200000,No
0x2c4d4edfbb6caf74aefa60f64da6d1d14c88c9db,200000,No
0x828c8a4a1bf3176a1de4eb2263d8b124a85860c3,200000,No
0x124c84a33b9505bbaf44e14f8737445751a98ab1,200000,No
0xe18f56c03c54f233ee97a1817bc6464f96965d5e,200000,No
0x93dda7eb24f6ee68937ff507de070f76c92e3cbe,200000,No
0x134b1a1e76b36dd251195af53ad53be4d19b3580,200000,No
0x28893235921ef44ac351c5ccec7e7ded798a7730,200000,No
0x720ac75a628a29ade6e46d0feaa3359f1441450c,200000,No
0x4e6c9b229d5160381b97b2de014f88f5bded2d24,200000,No
0xfe2bdabfcaacae46fbadc9148445850b71364c92,200000,No
